,Start_Lat,Start_Lng
1742507,40.788883,-73.188644
328513,42.633990999999995,-73.78278399999999
3587820,40.69903,-73.50950999999999
3424547,40.766321000000005,-73.89406
2947787,43.05066,-78.99034
2037113,41.109790999999994,-73.80143699999999
969964,43.011108,-78.69693000000001
1323140,41.136803,-74.167923
2623538,40.730019,-73.260986
3424358,41.05903,-73.838306
1745661,40.792984000000004,-73.823837
207360,41.012623,-73.850014
3075277,41.516652,-73.973274
2883606,42.91421,-78.76655
2343933,43.120715999999994,-77.745644
836819,41.425835,-73.62799100000001
2220792,40.851543,-73.95208000000001
1499375,40.857288,-73.8368
371123,40.701725,-73.992233
2550249,43.029705,-76.048698
202479,42.742458,-73.697807
2531740,42.975338,-73.861786
3483026,43.15955,-77.5957
4065510,43.032038,-76.650222
3370764,43.051289000000004,-76.14886800000001
2934243,42.119170000000004,-75.94323
4073839,40.78646,-73.79433
3943870,40.797540000000005,-73.40948
3017344,40.834883000000005,-73.866244
2535896,43.202961,-77.649307
3405965,40.93037,-73.852554
610510,43.054745000000004,-77.497253
4079824,42.572377,-79.094735
3651531,40.73324,-73.86713
220936,41.579193,-73.909103
2516863,41.331326000000004,-73.680717
1931608,40.585784999999994,-73.939125
203055,40.740101,-73.845428
712402,41.101688,-73.992386
3935143,42.38228,-74.11761
661072,41.474632,-73.64936800000001
2453320,42.742554,-73.69747199999999
4061763,40.77174,-73.87563
1048622,40.689617,-73.57560699999999
1428522,40.739899,-73.84558100000001
2989568,41.643857000000004,-73.56541800000001
3888645,41.460184000000005,-73.92088299999999
1275476,40.987644,-73.66999100000001
3533931,43.08852,-76.16535999999999
2769104,41.38666,-73.5998
2907690,40.809329999999996,-73.21189
3651592,40.760870000000004,-73.75463
2964588,42.932617,-78.792043
1417843,43.11533,-77.596992
2807783,40.667640000000006,-73.99632
1930153,40.850066999999996,-73.944817
1497212,40.72488,-73.837502
2098352,40.931561,-73.856789
198287,42.515549,-73.78935200000001
2062031,40.843658000000005,-73.895088
2428853,41.299252,-73.885696
1891743,43.053490000000004,-77.60301199999999
2375536,41.511238,-74.207207
3322714,43.083211999999996,-77.60762199999999
1969569,43.171734,-77.628067
2701736,43.163689,-76.235474
2607672,43.030064,-76.175217
1702917,41.952740000000006,-73.51255
206783,41.044399,-73.789703
3073774,40.745469,-73.970404
215957,40.783321,-73.62293199999999
1002006,41.511134999999996,-74.205963
3371379,43.151706,-77.63616800000001
1443726,42.75956,-73.489563
4132915,40.93846,-73.85569
2410186,40.795071,-73.48735
2466590,41.390369,-73.59796899999999
4183483,40.702040000000004,-73.48705
2057202,40.682961,-73.805679
1594183,40.667458,-73.775345
595188,40.782681,-73.943413
3068177,43.157127,-77.643975
197549,41.044810999999996,-73.790459
2083982,40.69062,-73.574799
2946434,43.195303,-73.650003
1295968,42.850071,-78.79052
1973402,40.781677,-73.84594
2680597,42.849899,-78.79026
2229757,43.175533,-77.58731800000001
504740,41.262440000000005,-73.614494
1713011,42.878498,-78.872322
327823,42.413471,-73.681252
1846105,40.866572999999995,-73.357704
839565,42.970295,-73.801781
214649,41.474072,-73.649231
960023,40.584590999999996,-73.960121
3201075,40.776755,-73.92441
3224300,43.198895,-77.63552800000001
3180218,40.732036,-73.345423
2921269,41.035806,-73.722665
195131,41.109790999999994,-73.80143699999999
1610384,41.58876,-73.907692
326655,42.738834000000004,-73.790497
1471363,40.818954,-73.960739
2479308,42.680904,-73.773186
2799035,40.71727,-73.94898
2819913,40.887204,-73.87803199999999
1788074,40.726589000000004,-73.634499
2595196,40.700977,-73.49056999999999
1599597,40.736588,-73.855995
2289337,41.198898,-73.982155
3934231,41.776340999999995,-73.768411
1987572,40.740856,-73.898758
4138679,40.783970000000004,-73.62631999999999
2592211,41.124027000000005,-73.783913
2351472,41.517941,-73.973724
3113648,40.582834000000005,-73.980159
217583,40.845141999999996,-73.92654399999999
3442873,43.13244,-77.65094
1651589,42.693249,-73.828384
215937,42.667244000000004,-73.73311600000001
758910,40.851154,-73.84432199999999
824760,40.78154,-73.656349
2042711,43.094646000000004,-76.167763
3318995,40.603836,-74.052976
1320851,40.719402,-73.945206
326346,40.808601,-73.90975999999999
3175356,42.881015999999995,-78.02941899999999
1813294,43.179961999999996,-77.607933
3454764,42.69341,-73.63486999999999
2879878,40.59297,-73.90811
819673,40.778309,-73.242142
4023454,40.666779999999996,-73.76576999999999
208390,41.276901,-73.930977
1665593,40.71608,-73.826401
4065609,40.76011,-73.96229
3550660,40.783640000000005,-73.54290999999999
1999072,41.383224,-73.582382
219733,41.62608,-73.774475
476289,40.653797,-74.008087
214779,40.768929,-73.690933
1401916,40.750622,-73.819122
1417851,43.153622,-77.511688
2552864,42.81488,-73.956253
214849,40.715733,-73.826256
515250,40.748989,-73.896355
3642778,40.7228,-73.82771
755715,41.948406,-74.026466
2007994,41.437717,-73.916504
1306671,40.643035999999995,-73.876221
925313,40.610271000000004,-74.09742
2193473,41.148933,-74.025017
2986245,43.186106,-77.599524
3496989,43.20345,-77.56187
3371655,40.844731,-73.92514399999999
1352605,43.182747,-77.595535
328553,42.710644,-73.825058
1785170,42.783768,-74.028046
3088484,40.843394,-73.927763
211604,40.666340000000005,-73.787247
982965,43.144917,-77.557571
1092612,43.14127,-76.11179399999999
2198683,40.944096,-73.874329
205198,40.806744,-73.23449699999999
2093495,40.952324,-73.853394
1962287,43.145302,-77.65100100000001
1099576,40.804581,-73.947807
1517797,40.72007,-73.959846
1585738,40.674385,-73.801636
3473014,43.55816,-73.40455
477523,41.792435,-73.65933199999999
3632158,43.03328,-76.16349
2013081,43.053844,-77.615364
3485100,41.079159999999995,-73.92183
203560,41.101711,-73.992599
705758,43.096382,-73.75219
1745460,43.142159,-77.61251800000001
2657268,43.029705,-76.048698
1032237,43.205669,-77.628952
1043519,40.70752,-74.000656
2804519,40.667640000000006,-73.99632
215401,40.845141999999996,-73.92654399999999
533379,43.11652,-77.553719
3951548,40.789838,-73.792139
2198628,42.753029,-73.76899
3373069,41.068067,-74.05498100000001
3419660,40.845468,-73.924099
904493,41.047195,-73.803398
1553222,40.87989,-73.403252
620127,41.11869,-74.16035500000001
1453433,41.670277,-73.788574
3104519,40.8051,-73.920339
2351164,43.000015000000005,-78.853088
2232183,42.898815,-78.76702900000001
3264944,41.917659,-74.044021
574496,40.793526,-73.017136
876754,40.736588,-73.589294
2257010,41.956917,-73.894196
3379808,40.9314,-73.85729599999999
212087,40.94416,-72.87694499999999
1781595,40.844074,-73.897491
3005129,41.319232,-73.718723
206130,41.50816,-73.681664
3986104,41.625291,-74.598624
421128,42.48172,-73.670097
3502343,41.01057,-73.85184
1422832,40.672352000000004,-73.91409300000001
2781990,40.75823,-73.622585
1875367,42.759468,-73.755798
2991700,42.763284000000006,-77.829476
639496,43.116158,-77.811501
1258936,40.692291,-73.81084399999999
1542745,41.740798999999996,-73.77667199999999
1651577,43.071087,-73.751205
1371165,40.886452,-73.895081
2389349,43.158455,-77.732399
219512,41.131752,-74.167831
194573,41.078693,-73.985123
3460279,40.67369,-73.84334
1148554,40.737709,-73.934792
3634424,41.5921,-73.76479
4086645,40.710681,-74.002721
792435,40.81279,-73.13369
1526224,40.739540000000005,-73.845291
203513,40.715733,-73.826256
3097250,40.90299,-73.793532
3363055,40.844796,-73.905512
664764,41.25378,-73.808739
2150520,40.665539,-73.953682
1792384,43.152233,-77.633354
1791709,40.745571000000005,-73.27894599999999
1001872,43.235465999999995,-73.69234499999999
2935363,42.7537,-73.9332
2378203,43.147240000000004,-77.558014
3344810,43.178227,-77.683362
2636436,43.139877,-77.62894399999999
1785299,40.850066999999996,-73.944817
3452592,42.97876,-75.93426
2919199,40.94441,-72.87602
1953087,40.849796000000005,-73.943398
2657111,43.1852,-78.926224
3893112,43.7957,-75.48656
3951172,42.6893,-73.84248000000001
1720100,40.806961,-72.94420600000001
1555489,41.098362,-74.036316
1905883,41.312157,-74.148186
1130688,40.760345,-73.847931
1706478,40.610939,-73.95321700000001
2825552,40.935109999999995,-73.83635
1501612,41.474312,-73.649399
1833070,40.661201,-73.770973
3483438,40.70239,-73.86046999999999
4004669,42.198099,-73.736082
1837505,43.195107,-77.608971
3967617,40.970841,-73.869606
3992575,42.853057,-78.790339
3278454,43.268997999999996,-73.837598
1953095,41.095577,-73.936325
2793242,43.07246,-74.69256
1616336,40.783333,-73.624687
1177260,41.237679,-73.851112
1352671,40.64072,-73.883461
2080032,43.18734,-77.659088
2075369,42.950584,-78.703362
2428771,40.809146999999996,-73.193634
2452814,40.736729,-73.93010699999999
3925388,42.66965,-73.73751
929089,40.663158,-73.962418
196559,41.035675,-73.816696
2798356,42.66983,-73.73818
1199925,43.364101,-75.719948
2756655,40.76011,-73.96229
3450400,43.164190000000005,-77.63383
4160701,40.84383,-73.8956
475702,40.763046,-73.624748
648876,41.389912,-73.59816
1090123,40.802498,-73.931381
1275387,43.268677000000004,-77.664474
3768673,42.84163,-74.0045
2497454,42.933796,-73.582748
202691,41.214432,-73.810539
477899,41.383224,-73.582382
2792621,40.72705,-73.88875999999999
3910975,42.78703,-74.01394
1765015,43.092898999999996,-77.681259
1104658,41.357368,-73.638199
2010902,43.058289,-76.083656
2711382,40.714493,-73.976715
4158165,41.52082,-74.01019000000001
2086391,40.754288,-73.723045
2337468,43.225365000000004,-77.890152
736125,40.767799,-72.85186
3136005,43.30687,-78.836647
796552,43.27935,-77.75
909025,40.825577,-73.23738900000001
2751353,43.05308,-76.15111999999999
1781499,42.8283,-78.791069
3042381,40.791576,-73.518112
2523533,40.68581,-73.57292199999999
1290413,40.717940999999996,-73.986641
2564046,42.909088,-78.766571
2031088,43.160191,-77.592751
2823288,40.65422,-74.00791
1164499,40.726879,-73.556374
3972492,40.785,-73.94091
3054341,40.682748,-73.66598
3450395,43.176790000000004,-77.54491999999999
3034641,41.802688,-74.052132
859374,40.700916,-73.989326
3422138,40.832351,-73.931797
4026850,40.60626,-74.03226
4173335,40.84005,-73.92905999999999
1593440,41.135605,-74.16834300000001
1087391,41.298164,-73.823616
3062437,43.146313,-77.597183
1151042,40.772202,-73.626717
2520505,42.9025,-78.900612
4105756,41.808089,-74.568333
3228363,42.438371999999994,-73.55485
328185,40.862221000000005,-73.899612
372658,40.602612,-74.065414
2086272,43.199078,-77.57701899999999
2425707,42.968315000000004,-77.59172099999999
3282799,41.004745,-73.694383
220142,40.779732,-73.66188000000001
2244690,43.112152,-75.20536
2689367,41.062709999999996,-73.86224399999999
2874602,40.65406,-74.00782
4102448,41.671018,-73.960391
200902,40.653835,-73.566811
194958,41.954811,-73.514359
1339751,40.832645,-73.95034799999999
3905247,40.68714,-73.71784
2225981,42.790496999999995,-74.015869
2415859,43.06282,-76.144035
2531878,40.737968,-73.792999
1634362,43.229884999999996,-75.43989599999999
886518,40.809189,-73.212303
2110437,40.68634,-73.979034
326999,42.546436,-74.810585
2142646,41.032425,-73.752663
1716463,42.949135,-78.763878
1899328,40.987705,-73.67675799999999
3186297,42.089921000000004,-76.230643
422629,40.783321,-73.62293199999999
2563443,42.334724,-79.59034
206112,42.667244000000004,-73.73311600000001
2506451,41.311023999999996,-74.122162
884115,43.171169,-78.696861
214434,41.045704,-73.769485
2415960,40.758068,-73.62278
3516593,42.73809,-73.6992
1703654,41.354927,-73.97359499999999
3625015,43.217420000000004,-77.75269
1648504,40.809216,-73.903198
559708,42.997337,-78.807114
4037234,40.636635,-74.076226
4183049,40.693711,-73.811213
1504628,40.732738,-73.86844599999999
2560979,40.764252,-73.840019
3393729,40.769589,-73.70839699999999
475742,40.725842,-73.28694200000001
1365717,43.19471,-77.628777
928241,40.847919,-73.942825
2921365,43.00212,-78.94341999999999
1401816,40.845345,-73.91350600000001
3393542,40.748214000000004,-73.7598
2947922,40.74296,-73.77881
200903,40.797298,-73.342377
1401855,40.785664000000004,-73.98410799999999
659669,40.802440999999995,-73.441078
2400719,43.060604,-77.519661
2784188,40.713007,-73.96983900000001
3993860,41.00217,-73.72315
2145108,43.155361,-77.614098
1991119,41.428787,-73.804573
1319342,41.25378,-73.808739
1315036,41.076988,-73.984169
2425719,43.091133,-76.169632
3005467,40.909277,-73.786464
2922685,40.727445,-73.929406
2567466,42.627697,-73.700615
2007977,42.759907,-73.763725
3297936,40.792277,-73.50672800000001
1955675,40.938488,-73.855705
2503751,40.923061,-73.822807
2701591,43.004833000000005,-78.948212
2777645,40.84507,-73.91626
2293615,40.622326,-74.096397
613849,40.740604,-73.841385
1384363,40.650089,-73.68987299999999
1657297,43.086788,-77.605743
2783877,40.85535,-73.17375
1772056,43.061066,-76.564499
2809358,40.95833,-73.79723
3487112,43.160309999999996,-77.46300000000001
217429,40.794853,-73.932648
446442,41.099434,-73.797905
1132904,42.999446999999996,-78.85311899999999
1734956,42.978516,-77.232529
2714166,40.740101,-73.845428
2514041,40.719112,-73.94581600000001
370742,40.561459,-74.112259
198763,41.539181,-73.772102
3519716,40.828379999999996,-73.94913000000001
204287,40.836418,-73.873695
3774041,42.693020000000004,-73.82659
3204574,41.099977,-74.060476
3484965,43.17174,-77.62805
3090313,40.818489,-73.293968
1104749,40.639107,-74.0215
822265,40.847919,-73.942825
3484917,43.14379,-77.63605
1576086,40.836288,-73.872711
2360889,40.702404,-73.427132
644938,41.389912,-73.59816
1495671,41.467999,-73.821159
2535885,43.21389,-77.518028
1404064,40.951599,-73.852814
2147849,41.070595000000004,-74.053658
476009,40.824448,-73.872597
2154367,43.194988,-77.629082
2070996,41.318253000000006,-73.859299
2749111,41.29555,-73.93385
3396103,43.175709999999995,-77.580717
2865521,40.732079999999996,-73.87064000000001
3768749,40.81116,-73.93122
204335,40.741817,-73.78295899999999
197410,40.742344,-73.825478
3438137,40.65028,-73.86832
3114686,43.131338,-77.47584599999999
1493143,42.827888,-78.791336
2934563,41.07829,-73.80046999999999
3072808,40.730963,-73.92624
2497477,41.079632000000004,-73.921959
327997,42.250465000000005,-73.884209
4042572,42.83435,-73.48514
1486207,40.82391,-73.11219799999999
3031820,42.792674,-73.762367
375454,41.409637,-73.78675799999999
2659983,42.39365,-73.824783
3717687,40.8259,-73.85955
4147196,40.786840000000005,-73.82386
4120362,42.4679,-79.27549
3468999,40.7348,-73.28976999999999
1891895,41.386101000000004,-73.600098
3994344,40.781279999999995,-73.9441
3368519,40.705987,-73.45739
1308152,42.753384000000004,-73.932549
503844,40.987705,-73.67675799999999
1428537,40.820919,-73.88906899999999
1720057,42.759064,-73.76218399999999
198717,42.367046,-73.704948
1123126,42.980289,-77.675751
1725466,43.068668,-77.61245
1527642,40.732391,-73.843216
888622,40.607201,-74.162399
3358559,40.783234,-73.623408
2496759,41.550636,-73.59164399999999
906659,40.674561,-73.58287
3780363,41.73811,-74.37731
1787963,43.161972,-77.63076
2652014,43.108086,-73.599319
3352844,40.741914,-73.823422
423020,41.791389,-73.68499
446850,40.822697,-73.949463
3383118,40.815356,-73.088704
4064833,40.75647,-73.62103
1704202,41.135605,-74.16834300000001
198204,42.600567,-73.517075
1104489,43.14975,-73.506699
805653,43.090610999999996,-78.69686899999999
2229745,43.199078,-77.57701899999999
2586327,40.602894,-74.065292
2934108,43.36165,-73.7033
3681321,40.82483,-73.93104
576340,43.297191999999995,-77.718971
2824290,40.828465,-73.839603
1250455,40.73708,-73.671173
908839,43.10767,-77.57624799999999
2660044,43.090828,-77.515259
2820327,40.741541999999995,-73.951728
873484,42.874249,-78.787849
2523503,40.785216999999996,-73.444489
1582775,40.549957,-74.219177
1552499,40.845653999999996,-73.931679
218542,40.743244,-73.837616
200438,40.756107,-73.838409
4156045,40.70663,-74.01469
2693296,41.079632000000004,-73.921959
504139,40.747505,-73.876778
1594170,41.100173999999996,-73.95307199999999
1002009,41.408530999999996,-73.786781
1720202,40.740398,-73.845711
1345846,40.640759,-74.094788
1478063,40.818707,-73.062263
904994,41.874275,-74.796555
3043165,41.491939,-73.803678
1368365,40.798279,-72.852661
504614,40.987705,-73.67675799999999
4113963,42.970602,-73.80059
2226009,43.110226000000004,-77.599937
201719,40.886654,-73.815353
2020203,42.849464000000005,-78.790611
4168787,40.763009999999994,-73.69278
1339454,42.868401,-78.831551
2170163,40.768719,-73.69178000000001
2372650,43.219978000000005,-77.967003
1642906,42.985615,-78.913414
1693275,43.35191,-75.76780699999999
374224,40.927986,-73.840195
4176737,42.583529999999996,-73.6782
666769,40.797619,-73.341904
2693222,43.053658,-76.170547
1300229,40.913471,-72.661568
2822860,40.92842,-73.84141
2201525,40.669277,-73.73850999999999
2147790,40.895728999999996,-73.874802
766157,41.580887,-73.777214
2225969,43.121845,-75.230499
2110391,40.598511,-74.091927
372518,41.05666,-73.835388
782045,40.805134,-73.266266
3316908,43.144822999999995,-77.71731700000001
3528882,42.84733,-78.7917
2908409,41.311954,-73.693116
3578869,40.74309,-73.83948000000001
2713992,42.067303,-74.07324200000001
1691030,40.690933,-73.999214
2821395,41.10346,-74.02443000000001
200281,42.694115000000004,-73.830246
2509507,41.103477000000005,-74.013145
2875711,43.04343,-78.98886999999999
553423,40.809898,-73.378662
3216131,40.690172,-73.57079300000001
2415856,43.157482,-77.538765
328593,40.632571999999996,-73.991089
475054,41.035675,-73.816696
3250889,42.237738,-73.73137
2289299,43.108364,-77.439491
905012,43.14991,-77.69096400000001
649458,43.092490999999995,-75.747017
2601538,43.074321999999995,-78.990608
4231085,40.897690000000004,-73.79689
626761,42.874653,-78.78823100000001
660922,43.059368,-75.37359599999999
1573310,43.183788,-77.608177
2240455,41.293171,-73.870506
2822846,40.849920000000004,-73.94408
812319,40.842258,-73.40424300000001
1691011,41.374023,-74.61299100000001
1265194,42.869499,-73.837677
1527524,43.238361,-77.646851
2325321,40.84454,-73.90265699999999
736093,40.674797,-73.801956
530063,40.639107,-74.0215
1493349,41.544391999999995,-73.872498
3556003,40.76873,-73.94898
2043649,40.748959,-73.263313
1342092,40.755119,-73.616325
847592,43.179199,-77.680603
2253065,40.984795,-73.838646
375223,40.794117,-73.21923100000001
727064,43.0177,-78.18731700000001
1612812,43.170959,-77.615044
1821249,40.859333,-73.083427
1401765,43.156773,-77.683243
1078295,40.846272,-73.266449
2021051,42.691963,-73.82414200000001
2654748,43.160618,-77.654137
3462403,43.104240000000004,-77.62782
203751,40.754288,-73.723045
4056057,40.597053,-74.08530999999999
2901789,43.14762,-77.70928
1032442,40.98418,-72.539192
2158594,42.72715,-73.79915600000001
1099592,40.629696,-74.01696
199734,41.392807,-73.59494000000001
1087379,43.174671000000004,-77.62153599999999
3371825,41.295826,-73.933363
2466776,40.643242,-73.876137
1758847,42.966423,-75.25052600000001
203755,41.337269,-73.77151500000001
3387550,42.828788,-73.99289
1117165,43.096336,-77.798576
1695961,40.845653999999996,-73.931679
1908639,40.72699,-73.374825
952046,43.265934,-77.875168
2917681,42.36312,-73.83174
857182,40.782681,-73.943413
2766235,44.29251,-74.72071
2796541,40.739540000000005,-73.72505
3402313,42.749272,-73.712521
2695999,41.539314000000005,-73.771141
1314971,40.726006,-73.475227
3242064,41.195155,-73.686501
2021814,40.748028000000005,-73.96817
3996441,41.239975,-74.028777
2293316,43.004833000000005,-78.948212
326509,40.762215000000005,-73.75703399999999
326460,40.822365000000005,-73.887215
3347791,41.823415999999995,-73.770714
1683283,40.628849,-74.16040799999999
1691065,41.081738,-73.92313399999999
4124218,40.72531,-73.76988
2780280,40.58603,-73.93675999999999
1080914,40.585838,-73.96662099999999
2795640,40.76292,-73.86065
1785236,40.766940999999996,-73.88765699999999
588733,40.692291,-73.81084399999999
1213805,40.84383,-73.895599
3200086,40.839597999999995,-73.87289100000001
2782431,41.02158,-73.72784
1075703,41.20903,-73.73603100000001
447602,40.903477,-73.850334
2139064,42.928207,-78.89872
1971934,41.671040000000005,-73.76320600000001
209756,42.704945,-73.85350799999999
660330,40.737709,-73.934792
2958856,43.153396,-77.50627800000001
1753284,43.103992,-76.185936
554475,40.81369,-73.112
1235420,40.63586,-74.018005
874101,40.701736,-73.991577
2354975,43.102757000000004,-77.69345899999999
1698316,40.994431,-73.659492
207322,40.917049,-73.781097
519205,40.904758,-72.956841
1075610,43.095141999999996,-76.16468
1695879,42.972778000000005,-77.550987
1292552,40.716751,-73.963379
204230,40.831905,-73.935287
720103,40.842842,-73.825592
2544389,43.127987,-76.079773
3531395,43.03516,-76.17429
220432,40.900005,-73.796013
3316572,41.531063,-73.801451
215860,40.797298,-73.342377
215925,40.861794,-73.912689
3887045,40.8167,-73.57359
476129,40.691928999999995,-73.810722
2069052,41.625403999999996,-73.774231
3205513,40.657037,-73.641334
218584,41.079632000000004,-73.921959
376227,42.672546000000004,-73.739983
3331062,40.824031,-73.872401
2798716,40.58424,-73.93104
2259557,40.784355,-73.930061
1243485,40.844788,-73.92546800000001
1017345,43.252895,-77.66791500000001
2249993,42.932564,-78.76619000000001
1654399,43.106590000000004,-75.23846400000001
